#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;115459;0.05014646348543108;0.047631795685335404;0.2182470977707044;4.352193207684748;0.0;1.0
queue occupancy/time;57729;0.002803062439354059;0.0032297586182841983;0.05683096531191599;20.274598422792245;0.0;2.0
