#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;1984;0.9842953755529694;0.015457989218008339;0.12433016214100398;0.12631387409613326;0.0;1.0
queue occupancy/time;1014;44.87002288685191;188.5989215807283;13.733132256726005;0.30606474820297386;0.0;66.0
