#histogram type: discrete-time histogram
#waiting_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;0,1455962587685113
1,5;0,07038191738113796
2,5;0,06710833982852689
3,5;0,05962587685113016
4,5;0,057833203429462195
5,5;0,051753702260327356
6,5;0,04957131722525331
7,5;0,046297739672642245
8,5;0,04715510522213562
9,5;0,04310210444271239
10,5;0,04091971940763835
11,5;0,038113795791114576
12,5;0,03351519875292284
13,5;0,029384255650818394
14,5;0,022291504286827746
15,5;0,023460639127045987
16,5;0,021044427123928292
17,5;0,018160561184723305
18,5;0,01823850350740452
19,5;0,01215900233826968
20,5;0,012081060015588464
21,5;0,010600155884645362
22,5;0,0074045206547155105
23,5;0,0056118472330475445
24,5;0,004208885424785659
25,5;0,0047544816835541695
26,5;0,004130943102104443
27,5;0,004910366328916602
28,5;0,004598597038191738
29,5;0,004286827747466875
30,5;0,003897116134060795
31,5;0,0035853468433359316
32,5;0,002260327357755261
33,5;0,0014809041309431022
34,5;0,002572096648480125
35,5;0,0020265003897116133
36,5;0,0014029618082618861
37,5;5,455962587685113E-4
38,5;2,338269680436477E-4
39,5;0,0012470771628994544
40,5;7,014809041309431E-4
41,5;8,573655494933749E-4
42,5;7,79423226812159E-4
43,5;0,0010911925175370225
44,5;0,0018706157443491816
45,5;0,0017926734216679658
46,5;7,79423226812159E-4
47,5;0,0011691348402182386
48,5;7,79423226812159E-4
49,5;7,014809041309431E-4
50,5;7,014809041309431E-4
51,5;5,455962587685113E-4
52,5;0,0012470771628994544
53,5;0,0010911925175370225
54,5;5,455962587685113E-4
55,5;0,0017147310989867497
56,5;0,0014809041309431022
57,5;0,0017926734216679658
58,5;0,0011691348402182386
59,5;0,0010911925175370225
60,5;4,676539360872954E-4
61,5;0,0
62,5;7,79423226812159E-5
63,5;0,0
64,5;0,0
65,5;0,0
66,5;0,0
67,5;0,0
68,5;0,0
69,5;0,0
70,5;0,0
71,5;0,0
72,5;0,0
73,5;0,0
74,5;0,0
75,5;0,0
76,5;0,0
77,5;0,0
78,5;0,0
79,5;0,0
