#histogram type: continuous-time histogram
#queue_occupancy_over_time
#(lowerBound+upperBound)/2 ; probability
0,5;0,1389882702665537
1,5;0,06559507891832694
2,5;0,06421369856121453
3,5;0,06030268134099383
4,5;0,05701934681027384
5,5;0,05428120261657408
6,5;0,04956069542673664
7,5;0,04545236020343586
8,5;0,04155654503507546
9,5;0,0433711452863183
10,5;0,045344325317119044
11,5;0,03841844025867565
12,5;0,028371350166763423
13,5;0,026146448850844488
14,5;0,027604379641689953
15,5;0,02580976584441572
16,5;0,021051137773263635
17,5;0,021654512613343065
18,5;0,018646744210506903
19,5;0,014982432369968246
20,5;0,012611915460849431
21,5;0,011816778697557647
22,5;0,007955920531698323
23,5;0,006436718526756036
24,5;0,004506752450482017
25,5;0,006801181932523416
26,5;0,004412916434938266
27,5;0,0034128220587482908
28,5;0,004586929769684284
29,5;0,0030972058551513
30,5;0,002897958657672711
31,5;0,0012076756934701477
32,5;0,0020709516029174665
33,5;0,002775879236134706
34,5;0,0030021351551925
35,5;0,0036838352878516235
36,5;0,002232618093512991
37,5;0,0031550816871067384
38,5;0,0020742698172829116
39,5;0,0017353489453518646
40,5;0,001617513751490592
41,5;6,796937704846685E-4
42,5;0,0010981746194104582
43,5;6,439650902241778E-4
44,5;5,627845899346829E-4
45,5;8,415917644080148E-4
46,5;0,001004029932762945
47,5;3,6415473466361835E-4
48,5;3,288890610587712E-4
49,5;4,295158408852934E-4
50,5;5,844687349739871E-4
51,5;8,7793778687603E-4
52,5;0,0015940547476046543
53,5;0,0019300432440499593
54,5;0,0015679720393367367
55,5;0,0024273895599870267
56,5;0,0011146885234617433
57,5;0,0014255974927263584
58,5;0,0012372309516553916
59,5;4,0559383034371224E-4
60,5;4,192525266851957E-4
61,5;0,0
62,5;0,0
63,5;0,0
64,5;0,0
65,5;0,0
66,5;0,0
67,5;0,0
68,5;0,0
69,5;0,0
70,5;0,0
71,5;0,0
72,5;0,0
73,5;0,0
74,5;0,0
75,5;0,0
76,5;0,0
77,5;0,0
78,5;0,0
79,5;0,0
