#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;17855;0.9571669734051194;0.04099835842760291;0.20248051369848633;0.21154147533753945;0.0;1.0
queue occupancy/time;8945;24.124336185459242;444.4079101169757;21.08098456232478;0.873847238749358;0.0;87.0
