#histogram type: continuous-time histogram
#queue_occupancy_over_time
#(lowerBound+upperBound)/2 ; probability
0,5;0,11604944659746655
1,5;0,04892834948832613
2,5;0,04530819332064461
3,5;0,042552423845187766
4,5;0,03978654812990601
5,5;0,04338831094110619
6,5;0,04375001326443977
7,5;0,03967608692861973
8,5;0,033969194361890505
9,5;0,02926463866099599
10,5;0,028831283097303786
11,5;0,025955552555125244
12,5;0,021246651171106017
13,5;0,022140548083619434
14,5;0,020458768714355924
15,5;0,019643397285282072
16,5;0,01842923363271721
17,5;0,017957878607283345
18,5;0,018285320777610473
19,5;0,019323534794823623
20,5;0,018536157650064777
21,5;0,01984804864173653
22,5;0,01317024961502806
23,5;0,01844318024367559
24,5;0,0164743836633846
25,5;0,015346426236526234
26,5;0,0114144925702462
27,5;0,00949642931387626
28,5;0,011201554097135316
29,5;0,011571240349930576
30,5;0,009442360930812986
31,5;0,010900084963158209
32,5;0,009082780917842637
33,5;0,009673389573210461
34,5;0,007338342861664677
35,5;0,006810797142804302
36,5;0,004668375362321331
37,5;0,009035079465869055
38,5;0,007417070469900738
39,5;0,0073165133836428685
40,5;0,007972812597872617
41,5;0,008026880980935892
42,5;0,007950578870257812
43,5;0,006301139468434019
44,5;0,006433935459733355
45,5;0,004816128588561536
46,5;0,00555489471976256
47,5;0,005798455099542925
48,5;0,005508810266160964
49,5;0,003818642717842779
50,5;0,0038824130911379695
51,5;0,002761125782564048
52,5;0,0024622842709414177
53,5;0,0019395895471969991
54,5;0,001768693031757747
55,5;0,0013917302862885511
56,5;9,67571400837019E-4
57,5;3,052084427123248E-5
58,5;4,072814649439301E-4
59,5;7,41798003148498E-5
60,5;0,0
61,5;0,0
62,5;0,0
63,5;0,0
64,5;0,0
65,5;0,0
66,5;0,0
67,5;0,0
68,5;0,0
69,5;0,0
70,5;0,0
71,5;0,0
72,5;0,0
73,5;0,0
74,5;0,0
75,5;0,0
76,5;0,0
77,5;0,0
78,5;0,0
79,5;0,0
