#histogram type: discrete-time histogram
#waiting_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;0,11231079717457114
1,5;0,05156407669021191
2,5;0,05035317860746721
3,5;0,04783047426841574
4,5;0,04460141271442987
5,5;0,043491422805247225
6,5;0,04328960645812311
7,5;0,041574167507568115
8,5;0,02946518668012109
9,5;0,02936427850655903
10,5;0,027144298688193742
11,5;0,026841574167507567
12,5;0,01927346115035318
13,5;0,021897073662966702
14,5;0,020282542885973764
15,5;0,01584258324924319
16,5;0,017558022199798184
17,5;0,018567103935418768
18,5;0,018264379414732593
19,5;0,020181634712411706
20,5;0,020080726538849646
21,5;0,019374369323915237
22,5;0,016952573158425834
23,5;0,01503531786074672
24,5;0,016851664984863773
25,5;0,01503531786074672
26,5;0,014833501513622603
27,5;0,013824419778002018
28,5;0,009485368314833502
29,5;0,009989909182643794
30,5;0,010696266397578204
31,5;0,009384460141271443
32,5;0,010393541876892029
33,5;0,008476286579212917
34,5;0,008375378405650858
35,5;0,009182643794147327
36,5;0,009081735620585268
37,5;0,007366296670030272
38,5;0,006054490413723511
39,5;0,0069626639757820385
40,5;0,007669021190716448
41,5;0,005852674066599395
42,5;0,006760847628657921
43,5;0,0068617558022199794
44,5;0,005751765893037336
45,5;0,004238143289606458
46,5;0,0034308779011099897
47,5;0,004641775983854692
48,5;0,0037336024217961656
49,5;0,003935418768920283
50,5;0,0029263370332996974
51,5;0,0022199798183652874
52,5;0,0011099899091826437
53,5;0,0020181634712411706
54,5;0,0016145307769929364
55,5;1,0090817356205853E-4
56,5;0,0
57,5;0,0
58,5;0,0
59,5;0,0
60,5;0,0
61,5;0,0
62,5;0,0
63,5;0,0
64,5;0,0
65,5;0,0
66,5;0,0
67,5;0,0
68,5;0,0
69,5;0,0
70,5;0,0
71,5;0,0
72,5;0,0
73,5;0,0
74,5;0,0
75,5;0,0
76,5;0,0
77,5;0,0
78,5;0,0
79,5;0,0
