#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;17458;0.9411401516841478;0.0553953665720871;0.2353622029385498;0.25008199099504447;0.0;1.0
queue occupancy/time;8738;11.146100660715817;97.0216313063721;9.849955903778051;0.8837131660306999;0.0;42.0
