#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;999304;0.9503494942479871;0.9016069415043557;0.9495298528768623;0.9991375368997556;0.001;12.524
waiting time/customer;999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383
