#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX; COV; CORR
discrete time autocorrelation waiting time (lag=34);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;418.4233148227236;0.9434690777436255
discrete time autocorrelation waiting time (lag=35);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;417.7785567537999;0.9420152646335388
discrete time autocorrelation waiting time (lag=36);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;417.1372809909753;0.9405693034953843
discrete time autocorrelation waiting time (lag=37);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;416.5010225085291;0.9391346554192024
discrete time autocorrelation waiting time (lag=38);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;415.8687961913423;0.9377090991481466
discrete time autocorrelation waiting time (lag=39);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;415.239718444197;0.9362906423344299
discrete time autocorrelation waiting time (lag=40);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;414.61376215504043;0.9348792238452652
discrete time autocorrelation waiting time (lag=41);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;413.99126316533653;0.933475600942557
discrete time autocorrelation waiting time (lag=42);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;413.37189261603385;0.9320790321084811
discrete time autocorrelation waiting time (lag=43);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;412.75218942756806;0.9306817132331112
discrete time autocorrelation waiting time (lag=44);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;412.13917969573544;0.9292994868947319
discrete time autocorrelation waiting time (lag=45);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;411.5300365924065;0.9279259791059625
discrete time autocorrelation waiting time (lag=46);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;410.9256634379829;0.926563226691321
discrete time autocorrelation waiting time (lag=47);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;410.3260940020436;0.9252113057951142
discrete time autocorrelation waiting time (lag=48);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;409.73010606943313;0.9238674605426943
discrete time autocorrelation waiting time (lag=49);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;409.1381056782649;0.9225326064767443
discrete time autocorrelation waiting time (lag=50);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;408.5504341566999;0.9212075132306808
discrete time autocorrelation waiting time (lag=51);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;407.96455483549335;0.9198864610730543
discrete time autocorrelation waiting time (lag=52);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;407.3795276560661;0.9185673303413859
discrete time autocorrelation waiting time (lag=53);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;406.7972477671505;0.9172543942541208
discrete time autocorrelation waiting time (lag=54);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;406.2155918090228;0.9159428650182049
discrete time autocorrelation waiting time (lag=55);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;405.63420098226044;0.9146319336056796
discrete time autocorrelation waiting time (lag=56);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;405.0539543009056;0.9133235820346072
discrete time autocorrelation waiting time (lag=57);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;404.47637034552736;0.9120212344301695
discrete time autocorrelation waiting time (lag=58);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;403.8989324710458;0.9107192162117961
discrete time autocorrelation waiting time (lag=59);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;403.3237656360069;0.9094223187775966
discrete time autocorrelation waiting time (lag=60);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;402.75084932272307;0.9081304958638874
discrete time autocorrelation waiting time (lag=61);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;402.18224809622063;0.9068484026922881
discrete time autocorrelation waiting time (lag=62);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;401.61760189171673;0.9055752273816808
discrete time autocorrelation waiting time (lag=63);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;401.0548913671344;0.9043064166800371
discrete time autocorrelation waiting time (lag=64);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;400.49638985944773;0.9030470965520494
discrete time autocorrelation waiting time (lag=65);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;399.93691733204093;0.9017855869497965
discrete time autocorrelation waiting time (lag=66);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;399.380497474305;0.9005309605668503
discrete time autocorrelation waiting time (lag=67);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;398.8252693914943;0.8992790214213257
discrete time autocorrelation waiting time (lag=68);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;398.27116374411247;0.8980296131651692
discrete time autocorrelation waiting time (lag=69);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;397.7194566898275;0.8967856133036618
discrete time autocorrelation waiting time (lag=70);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;397.1696119979315;0.8955458127333109
discrete time autocorrelation waiting time (lag=71);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;396.6238053782592;0.8943151172872248
discrete time autocorrelation waiting time (lag=72);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;396.0822024204405;0.8930939003401411
discrete time autocorrelation waiting time (lag=73);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;395.5447707916535;0.8918820889873804
discrete time autocorrelation waiting time (lag=74);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;395.0073592080257;0.890670322832837
discrete time autocorrelation waiting time (lag=75);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;394.4694471118404;0.889457428112785
discrete time autocorrelation waiting time (lag=76);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;393.93106809310484;0.8882434805666304
discrete time autocorrelation waiting time (lag=77);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;393.3971922501264;0.8870396868692886
discrete time autocorrelation waiting time (lag=78);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;392.8643294685171;0.8858381774425449
discrete time autocorrelation waiting time (lag=79);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;392.32983671932686;0.8846329927330054
discrete time autocorrelation waiting time (lag=80);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;391.7972969876859;0.8834322117256517
discrete time autocorrelation waiting time (lag=81);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;391.26428894921105;0.8822303747708853
discrete time autocorrelation waiting time (lag=82);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;390.7361830754276;0.881039591312988
discrete time autocorrelation waiting time (lag=83);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;390.20914852055444;0.8798512234859326
discrete time autocorrelation waiting time (lag=84);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;389.68367830683025;0.87866638296591
discrete time autocorrelation waiting time (lag=85);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;389.16028270805737;0.8774862203282746
discrete time autocorrelation waiting time (lag=86);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;388.6398272247226;0.8763126871204596
discrete time autocorrelation waiting time (lag=87);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;388.1245550565302;0.8751508413530521
discrete time autocorrelation waiting time (lag=88);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;387.6105498577592;0.8739918523730873
discrete time autocorrelation waiting time (lag=89);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;387.0966819376825;0.8728331729318085
discrete time autocorrelation waiting time (lag=90);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;386.58440564877986;0.8716780823316452
discrete time autocorrelation waiting time (lag=91);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;386.0706950315227;0.8705197575798419
discrete time autocorrelation waiting time (lag=92);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;385.55830196330203;0.8693644036633873
discrete time autocorrelation waiting time (lag=93);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;385.0467695299807;0.868210990323344
discrete time autocorrelation waiting time (lag=94);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;384.5411599279068;0.8670709318990923
discrete time autocorrelation waiting time (lag=95);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;384.04032825792154;0.8659416468496061
discrete time autocorrelation waiting time (lag=96);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;383.54062709211627;0.8648149108830658
discrete time autocorrelation waiting time (lag=97);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;383.04264955622745;0.8636920613909884
discrete time autocorrelation waiting time (lag=98);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;382.54749855221746;0.8625755852182994
discrete time autocorrelation waiting time (lag=99);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;382.05426470789934;0.8614634318947975
discrete time autocorrelation waiting time (lag=100);999304;19.028995058561406;443.4944660013799;21.05930829826516;1.1066957678771527;0.0;196.383;381.5648884166329;0.8603599766573992
