#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;1998617;0.9496905989165886;0.047778365246039844;0.2185826279603204;0.2301619371716225;0.0;1.0
queue occupancy/time;999313;19.014778192536824;464.3676848810248;21.54919220947794;1.133286541198564;0.0;196.0
