#histogram type: continuous-time histogram
#queue_occupancy_over_time
#(lowerBound+upperBound)/2 ; probability
0,5;0,10642356707535364
1,5;0,04426641544498378
2,5;0,0453723615342622
3,5;0,047936602512834194
4,5;0,037843729241630195
5,5;0,040874606515606905
6,5;0,04108759684792378
7,5;0,0355427334723003
8,5;0,03246442462909078
9,5;0,034238817047628746
10,5;0,03019527577053149
11,5;0,026141005924202997
12,5;0,03505328485074076
13,5;0,024842171453377818
14,5;0,023845995567181057
15,5;0,026006729410351058
16,5;0,02614055419497221
17,5;0,021730886376320716
18,5;0,023799467456409824
19,5;0,019567780954689074
20,5;0,02217651726249376
21,5;0,017170792723816587
22,5;0,01947167556083878
23,5;0,019217916665443233
24,5;0,014937782203720397
25,5;0,012557733819002487
26,5;0,00992279721581206
27,5;0,009840243698885425
28,5;0,009748655597343019
29,5;0,0073560717264707235
30,5;0,014958561748336676
31,5;0,01155670184357475
32,5;0,012256995083604916
33,5;0,009109458735777023
34,5;0,0077812618649505776
35,5;0,007226199572618975
36,5;0,006088180707954568
37,5;0,007393113523395395
38,5;0,004070193301713793
39,5;0,00739175833570303
40,5;0,006022792901797905
41,5;0,004670428517124264
42,5;0,004240156424798037
43,5;0,005403472126386611
44,5;0,00625904728950039
45,5;0,005979426895642191
46,5;0,0028567356555076746
47,5;0,001474670073909678
48,5;0,0017963012862312253
49,5;0,0017251539323820066
50,5;0,002596087889342601
51,5;0,0018587528523877617
52,5;0,0012530968862078256
53,5;7,487412000322535E-5
54,5;1,8238567693093353E-4
55,5;0,0
56,5;0,0
57,5;0,0
58,5;0,0
59,5;0,0
60,5;0,0
61,5;0,0
62,5;0,0
63,5;0,0
64,5;0,0
65,5;0,0
66,5;0,0
67,5;0,0
68,5;0,0
69,5;0,0
70,5;0,0
71,5;0,0
72,5;0,0
73,5;0,0
74,5;0,0
75,5;0,0
76,5;0,0
77,5;0,0
78,5;0,0
79,5;0,0
