#histogram type: continuous-time histogram
#queue_occupancy_over_time
#(lowerBound+upperBound)/2 ; probability
0,5;0,09353806696935678
1,5;0,045812128676625645
2,5;0,0421234780391709
3,5;0,03713115270717457
4,5;0,04304211613272555
5,5;0,037411103934292145
6,5;0,038297162007763286
7,5;0,03289338064031231
8,5;0,029827186095653043
9,5;0,030505205931790944
10,5;0,030347992525787973
11,5;0,027702376422206732
12,5;0,027784951964018388
13,5;0,034133672386691426
14,5;0,03260300380676802
15,5;0,02626624913692565
16,5;0,02707790629180609
17,5;0,02698526056196862
18,5;0,02710989394788808
19,5;0,028545547341967948
20,5;0,02313477607929906
21,5;0,018732208347214396
22,5;0,02048939692131842
23,5;0,015831520304579353
24,5;0,0179412839323871
25,5;0,014071132964867127
26,5;0,014267086976569397
27,5;0,012098442367010728
28,5;0,012481938821593706
29,5;0,01373929065121655
30,5;0,01242104380223762
31,5;0,006312586218580421
32,5;0,00556028393665212
33,5;0,006926156851353125
34,5;0,004217987109211545
35,5;0,004034828159942072
36,5;0,0062063161167080294
37,5;0,00956892960772708
38,5;0,009577578122149249
39,5;0,005826492318934465
40,5;0,0062521650904255495
41,5;0,005705413117024115
42,5;0,005096462923463254
43,5;0,004361813088780199
44,5;0,006075403672372475
45,5;0,005140060913975004
46,5;0,00481094347473141
47,5;0,003184074980961421
48,5;0,002277521113037742
49,5;8,682871534255937E-4
50,5;0,0017063637427737516
51,5;0,0014708398157700566
52,5;4,735357828137669E-4
53,5;0,0
54,5;0,0
55,5;0,0
56,5;0,0
57,5;0,0
58,5;0,0
59,5;0,0
60,5;0,0
61,5;0,0
62,5;0,0
63,5;0,0
64,5;0,0
65,5;0,0
66,5;0,0
67,5;0,0
68,5;0,0
69,5;0,0
70,5;0,0
71,5;0,0
72,5;0,0
73,5;0,0
74,5;0,0
75,5;0,0
76,5;0,0
77,5;0,0
78,5;0,0
79,5;0,0
