#histogram type: discrete-time histogram
#waiting_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;0,0968975468975469
1,5;0,047258297258297256
2,5;0,04184704184704185
3,5;0,03766233766233766
4,5;0,0341991341991342
5,5;0,033116883116883114
6,5;0,029004329004329005
7,5;0,02821067821067821
8,5;0,029365079365079365
9,5;0,02821067821067821
10,5;0,028715728715728715
11,5;0,028643578643578645
12,5;0,026623376623376622
13,5;0,02113997113997114
14,5;0,01911976911976912
15,5;0,023304473304473303
16,5;0,02215007215007215
17,5;0,02049062049062049
18,5;0,02049062049062049
19,5;0,018975468975468975
20,5;0,017243867243867245
21,5;0,01681096681096681
22,5;0,01471861471861472
23,5;0,010678210678210679
24,5;0,01038961038961039
25,5;0,010606060606060607
26,5;0,010894660894660894
27,5;0,010533910533910534
28,5;0,011183261183261184
29,5;0,01240981240981241
30,5;0,013347763347763348
31,5;0,010317460317460317
32,5;0,007575757575757576
33,5;0,007142857142857143
34,5;0,005194805194805195
35,5;0,005627705627705628
36,5;0,0053391053391053395
37,5;0,005555555555555556
38,5;0,007215007215007215
39,5;0,006493506493506494
40,5;0,006854256854256854
41,5;0,005627705627705628
42,5;0,005772005772005772
43,5;0,0053391053391053395
44,5;0,004545454545454545
45,5;0,003246753246753247
46,5;0,003463203463203463
47,5;0,0033910533910533913
48,5;0,002453102453102453
49,5;0,004545454545454545
50,5;0,003823953823953824
51,5;0,00367965367965368
52,5;0,004761904761904762
53,5;0,004256854256854257
54,5;0,002886002886002886
55,5;0,003896103896103896
56,5;0,003463203463203463
57,5;0,003751803751803752
58,5;0,001875901875901876
59,5;0,0021645021645021645
60,5;0,0021645021645021645
61,5;0,0013708513708513709
62,5;0,0017316017316017316
63,5;0,001443001443001443
64,5;0,0026695526695526698
65,5;0,0030303030303030303
66,5;0,0020923520923520926
67,5;0,0029581529581529584
68,5;0,0026695526695526698
69,5;0,003896103896103896
70,5;0,002453102453102453
71,5;0,0020923520923520926
72,5;0,0018037518037518038
73,5;0,001875901875901876
74,5;0,001948051948051948
75,5;0,0015151515151515152
76,5;0,0016594516594516595
77,5;0,0021645021645021645
78,5;0,0020923520923520926
79,5;0,04386724386724387
