#histogram type: continuous-time histogram
#queue_occupancy_over_time
#lowerBound ; upperBound ; probability density
0,0;1,0;0,11560400191306484
1,0;2,0;0,05253612266186876
2,0;3,0;0,05233129285623136
3,0;4,0;0,05394864642544269
4,0;5,0;0,044776250909680945
5,0;6,0;0,04383001442718588
6,0;7,0;0,040984771017800195
7,0;8,0;0,03690490580749424
8,0;9,0;0,04132136905509704
9,0;10,0;0,03545822724307694
10,0;11,0;0,032162041463136226
11,0;12,0;0,030922766689347434
12,0;13,0;0,025127241483054914
13,0;14,0;0,02989594467674659
14,0;15,0;0,027049216276019895
15,0;16,0;0,025639266497437054
16,0;17,0;0,02257533336323116
17,0;18,0;0,02216765374041104
18,0;19,0;0,0181342192593675
19,0;20,0;0,01873009678480565
20,0;21,0;0,018757420625480335
21,0;22,0;0,015644185778752723
22,0;23,0;0,0158336706738663
23,0;24,0;0,015741997208414276
24,0;25,0;0,010584919279335683
25,0;26,0;0,011564320568446765
26,0;27,0;0,012894476812305707
27,0;28,0;0,009631356839558269
28,0;29,0;0,010476811909709755
29,0;30,0;0,007644438425279542
30,0;31,0;0,006624843370538307
31,0;32,0;0,0065554447752015155
32,0;33,0;0,008287538675361984
33,0;34,0;0,00824823590453644
34,0;35,0;0,007491385317732213
35,0;36,0;0,00831624850795495
36,0;37,0;0,0064397144500250416
37,0;38,0;0,00599025707081102
38,0;39,0;0,00485176370936581
39,0;40,0;0,004139363863369313
40,0;41,0;0,003897706272474725
41,0;42,0;0,0031974833554745544
42,0;43,0;0,002302726572801354
43,0;44,0;0,004918984317402445
44,0;45,0;0,001639826438172039
45,0;46,0;0,0034650787951255456
46,0;47,0;0,0029273139308324692
47,0;48,0;0,0017324898978514057
48,0;49,0;0,0012653116219679323
49,0;50,0;0,0024653826243539174
50,0;51,0;0,0019430616700074023
51,0;52,0;8,724819125579679E-4
52,0;53,0;0,0014676664420369765
53,0;54,0;2,777923801926311E-4
54,0;55,0;6,877489897356408E-4
55,0;56,0;5,71226669177292E-4
56,0;57,0;2,9046430630262995E-4
57,0;58,0;2,5947748698677337E-4
58,0;59,0;0,0
59,0;60,0;0,0
60,0;61,0;0,0
61,0;62,0;0,0
62,0;63,0;0,0
63,0;64,0;0,0
64,0;65,0;0,0
65,0;66,0;0,0
66,0;67,0;0,0
67,0;68,0;0,0
68,0;69,0;0,0
69,0;70,0;0,0
70,0;71,0;0,0
71,0;72,0;0,0
72,0;73,0;0,0
73,0;74,0;0,0
74,0;75,0;0,0
75,0;76,0;0,0
76,0;77,0;0,0
77,0;78,0;0,0
78,0;79,0;0,0
79,0;80,0;0,0
