#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;20945;0.9493741827553676;0.04806284387294557;0.21923239695114766;0.2309230658820632;0.0;1.0
queue occupancy/time;10476;17.39956424925398;291.69438156112636;17.079062666350467;0.9815799075015769;0.0;85.0
