#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;17272;0.9544815342422236;0.04344653503283458;0.2084383242900273;0.218378582311191;0.0;1.0
queue occupancy/time;8652;15.205713481944754;182.71249933388935;13.51711875119433;0.8889499836521674;0.0;64.0
